Profile 1             
x       y           
[]     [m]         
0, 1.416123e-009            
0.11154212, 1.3483419e-009            
0.22308423, 1.2830287e-009            
0.33462635, 1.2606959e-009            
0.44616847, 1.2751612e-009            
0.55771058, 1.3104239e-009            
0.6692527, 1.3527567e-009            
0.78079481, 1.3874941e-009            
0.89233693, 1.4020305e-009            
1.003879, 1.3918278e-009            
1.1154212, 1.3642611e-009            
1.2269633, 1.3358494e-009            
1.3385054, 1.3216672e-009            
1.4500475, 1.3246281e-009            
1.5615896, 1.3357313e-009            
1.6731317, 1.343356e-009            
1.7846739, 1.3436526e-009            
1.896216, 1.3415309e-009            
2.0077581, 1.3439873e-009            
2.1193002, 1.3543769e-009            
2.2308423, 1.3708201e-009            
2.3423844, 1.3888399e-009            
2.4539266, 1.4053512e-009            
2.5654687, 1.4191187e-009            
2.6770108, 1.4284938e-009            
2.7885529, 1.4303498e-009            
2.900095, 1.4222148e-009            
3.0116371, 1.4068184e-009            
3.1231793, 1.391756e-009            
3.2347214, 1.3830166e-009            
3.3462635, 1.3809932e-009            
3.4578056, 1.3828006e-009            
3.5693477, 1.3861698e-009            
3.6808898, 1.3908861e-009            
3.792432, 1.3986478e-009            
3.9039741, 1.4127016e-009            
4.0155162, 1.4362402e-009            
4.1270583, 1.4697581e-009            
4.2386004, 1.5093221e-009            
4.3501425, 1.5461311e-009            
4.4616847, 1.5685458e-009            
4.5732268, 1.5686423e-009            
4.6847689, 1.5482759e-009            
4.796311, 1.5189391e-009            
4.9078531, 1.4957502e-009            
5.0193952, 1.4901958e-009            
5.1309373, 1.5062443e-009            
5.2424795, 1.5409438e-009            
5.3540216, 1.587765e-009            
5.4655637, 1.6395917e-009            
5.5771058, 1.6901764e-009            
5.6886479, 1.7350911e-009            
5.80019, 1.7721876e-009            
5.9117322, 1.8003062e-009            
6.0232743, 1.8167324e-009            
6.1348164, 1.8168694e-009            
6.2463585, 1.7983176e-009            
6.3579006, 1.7657124e-009            
6.4694427, 1.7294288e-009            
6.5809849, 1.6977964e-009            
6.692527, 1.6727648e-009            
6.8040691, 1.6535069e-009            
6.9156112, 1.640831e-009            
7.0271533, 1.6373009e-009            
7.1386954, 1.644417e-009            
7.2502376, 1.6611167e-009            
7.3617797, 1.6834178e-009            
7.4733218, 1.7043036e-009            
7.5848639, 1.7159774e-009            
7.696406, 1.7139565e-009            
7.8079481, 1.6995479e-009            
7.9194903, 1.678119e-009            
8.0310324, 1.6542163e-009            
8.1425745, 1.6290014e-009            
8.2541166, 1.6018089e-009            
8.3656587, 1.572371e-009            
8.4772008, 1.5419779e-009            
8.588743, 1.5143245e-009            
8.7002851, 1.4948298e-009            
8.8118272, 1.488304e-009            
8.9233693, 1.4974967e-009            
9.0349114, 1.5225262e-009            
9.1464535, 1.5606365e-009            
9.2579957, 1.6073864e-009            
