-6.807391304347825667e+01,-1.450000000000000000e+01,3.075993884302569370e+00
-6.707282608695652470e+01,-1.450000000000000000e+01,5.481516106494566998e+00
-6.607173913043479274e+01,-1.450000000000000000e+01,5.472023394725425760e+00
-6.507065217391304657e+01,-1.450000000000000000e+01,3.050482064775344782e+00
-6.406956521739130039e+01,-1.450000000000000000e+01,3.778943171900920106e+00
-6.306847826086956843e+01,-1.450000000000000000e+01,4.091161374715323262e+00
-6.206739130434782936e+01,-1.450000000000000000e+01,3.380369378483852216e+00
-5.606086956521739495e+01,-1.450000000000000000e+01,1.401382823942057598e+00
-5.505978260869565588e+01,-1.450000000000000000e+01,3.520302896591509523e+00
-5.405869565217391681e+01,-1.450000000000000000e+01,2.898614723558107897e+00
-5.305760869565217774e+01,-1.450000000000000000e+01,4.091794562572474092e+00
-5.205652173913043868e+01,-1.450000000000000000e+01,4.976151353030569879e+00
-5.105543478260869961e+01,-1.450000000000000000e+01,4.983910452761779908e+00
-5.005434782608696054e+01,-1.450000000000000000e+01,4.157449342381763557e+00
-3.503804347826087451e+01,-1.450000000000000000e+01,4.203750099412886243e-01
-3.403695652173913544e+01,-1.450000000000000000e+01,3.346967172945682023e+00
-3.303586956521739637e+01,-1.450000000000000000e+01,5.568308665974043947e+00
-3.203478260869565730e+01,-1.450000000000000000e+01,5.269400441424398451e+00
-3.103369565217391823e+01,-1.450000000000000000e+01,1.547518991965215918e+00
-3.003260869565217916e+01,-1.450000000000000000e+01,3.969899857010783961e+00
-2.903152173913044010e+01,-1.450000000000000000e+01,4.029911833520781528e+00
-2.803043478260870103e+01,-1.450000000000000000e+01,1.726249809767026022e+00
-2.202391304347826662e+01,-1.450000000000000000e+01,2.914268585236442277e+00
-2.102282608695652755e+01,-1.450000000000000000e+01,3.519969282972059688e+00
-2.002173913043478848e+01,-1.450000000000000000e+01,1.399686353586929499e+00
-1.902065217391304941e+01,-1.450000000000000000e+01,4.545821348528470196e+00
-1.801956521739131034e+01,-1.450000000000000000e+01,5.036115676699502330e+00
-1.701847826086957127e+01,-1.450000000000000000e+01,4.875569639479934381e+00
-1.601739130434783220e+01,-1.450000000000000000e+01,2.329670564604729321e+00
-1.001086956521746174e+00,-1.450000000000000000e+01,8.664147740842125245e-01
-1.421085471520200372e-14,-1.450000000000000000e+01,5.117250272764703567e+00
1.001086956521731963e+00,-1.450000000000000000e+01,5.582403468838585070e+00
2.002173913043478137e+00,-1.450000000000000000e+01,3.427763361823267019e+00
3.003260869565210101e+00,-1.450000000000000000e+01,1.854017232634951995e+00
4.004347826086942064e+00,-1.450000000000000000e+01,4.067539987744119401e+00
5.005434782608688238e+00,-1.450000000000000000e+01,3.892986452674762177e+00
6.006521739130434412e+00,-1.450000000000000000e+01,1.313891211311961627e+00
