0.000000000000000000e+00,1.170733108520507812e+02,4.234401245117187500e+02,8.128203125000000000e+02,1.262602050781250000e+03,1.752955932617187500e+03,2.292870361328125000e+03,2.863211914062500000e+03,3.462916748046875000e+03,4.092541503906250000e+03,4.754765625000000000e+03,5.439880371093750000e+03,6.146728027343750000e+03,6.872959472656250000e+03,7.625979492187500000e+03,8.752573242187500000e+03
0.000000000000000000e+00,1.225085906982421875e+02,4.314133911132812500e+02,8.364201049804687500e+02,1.287259033203125000e+03,1.805749511718750000e+03,2.355561035156250000e+03,2.933995361328125000e+03,3.560970458984375000e+03,4.211659667968750000e+03,4.884854492187500000e+03,5.591807617187500000e+03,6.318901855468750000e+03,7.073303710937500000e+03,7.850306152343750000e+03,8.674047851562500000e+03
0.000000000000000000e+00,1.166225357055664062e+02,4.381324768066406250e+02,8.491552124023437500e+02,1.326344482421875000e+03,1.849998168945312500e+03,2.414311035156250000e+03,3.026121826171875000e+03,3.660557861328125000e+03,4.330544921875000000e+03,5.033067871093750000e+03,5.754475097656250000e+03,6.498777343750000000e+03,7.269424804687500000e+03,8.069771484375000000e+03,8.890625000000000000e+03
0.000000000000000000e+00,1.165930862426757812e+02,4.467095947265625000e+02,8.651179809570312500e+02,1.353963134765625000e+03,1.889753906250000000e+03,2.475181396484375000e+03,3.095574707031250000e+03,3.748123291015625000e+03,4.434259277343750000e+03,5.151837402343750000e+03,5.891321289062500000e+03,6.659085937500000000e+03,7.454406250000000000e+03,8.268266601562500000e+03,9.101898437500000000e+03
0.000000000000000000e+00,1.188293838500976562e+02,4.529104919433593750e+02,8.872387695312500000e+02,1.382949707031250000e+03,1.938808593750000000e+03,2.533826416015625000e+03,3.168619140625000000e+03,3.839564453125000000e+03,4.542627441406250000e+03,5.269929687500000000e+03,6.028813964843750000e+03,6.815307617187500000e+03,7.618734375000000000e+03,8.453250976562500000e+03,9.308901367187500000e+03
0.000000000000000000e+00,1.172042312622070312e+02,4.617784118652343750e+02,8.949650268554687500e+02,1.414950073242187500e+03,1.969196411132812500e+03,2.581698730468750000e+03,3.232026855468750000e+03,3.912339843750000000e+03,4.629438964843750000e+03,5.379254882812500000e+03,6.146934082031250000e+03,6.943057128906250000e+03,7.771548339843750000e+03,8.619613281250000000e+03,9.487444335937500000e+03
0.000000000000000000e+00,1.155071716308593750e+02,4.612045288085937500e+02,9.158645629882812500e+02,1.432051025390625000e+03,2.008093994140625000e+03,2.629793701171875000e+03,3.284433593750000000e+03,3.983226562500000000e+03,4.711464355468750000e+03,5.465214355468750000e+03,6.253524902343750000e+03,7.070378417968750000e+03,7.904138671875000000e+03,8.765659179687500000e+03,9.659883789062500000e+03
0.000000000000000000e+00,1.198401336669921875e+02,4.701663208007812500e+02,9.214663696289062500e+02,1.454260375976562500e+03,2.035966064453125000e+03,2.665680908203125000e+03,3.340007568359375000e+03,4.042916992187500000e+03,4.783461425781250000e+03,5.555384765625000000e+03,6.350685058593750000e+03,7.173799316406250000e+03,8.027229003906250000e+03,8.906207031250000000e+03,9.805875976562500000e+03
0.000000000000000000e+00,1.180669174194335938e+02,4.764981079101562500e+02,9.346299438476562500e+02,1.474028198242187500e+03,2.063771972656250000e+03,2.704927490234375000e+03,3.383935546875000000e+03,4.100685058593750000e+03,4.852357421875000000e+03,5.631204589843750000e+03,6.438877929687500000e+03,7.278621093750000000e+03,8.139561523437500000e+03,9.025169921875000000e+03,9.332872070312500000e+03
0.000000000000000000e+00,1.133215713500976562e+02,4.702980651855468750e+02,9.422883911132812500e+02,1.483024780273437500e+03,2.081904785156250000e+03,2.732336425781250000e+03,3.417987304687500000e+03,4.146953613281250000e+03,4.904283691406250000e+03,5.691785156250000000e+03,6.513387207031250000e+03,7.355308105468750000e+03,8.225083984375000000e+03,9.127506835937500000e+03,9.914853515625000000e+03
0.000000000000000000e+00,1.201575546264648438e+02,4.820043334960937500e+02,9.482708129882812500e+02,1.500504638671875000e+03,2.102904052734375000e+03,2.758865966796875000e+03,3.457323486328125000e+03,4.182864257812500000e+03,4.955313964843750000e+03,5.754500488281250000e+03,6.573352539062500000e+03,7.427439453125000000e+03,8.311639648437500000e+03,9.219314453125000000e+03,9.861572265625000000e+03
0.000000000000000000e+00,1.157378997802734375e+02,4.808313598632812500e+02,9.586787719726562500e+02,1.511078979492187500e+03,2.121097412109375000e+03,2.782301025390625000e+03,3.481247802734375000e+03,4.222733886718750000e+03,4.994883300781250000e+03,5.794908691406250000e+03,6.628375976562500000e+03,7.490530273437500000e+03,8.374671875000000000e+03,9.293507812500000000e+03,9.347648437500000000e+03
0.000000000000000000e+00,1.142887878417968750e+02,4.817373657226562500e+02,9.633890380859375000e+02,1.520585937500000000e+03,2.130782470703125000e+03,2.797322021484375000e+03,3.503699218750000000e+03,4.247517578125000000e+03,5.023765136718750000e+03,5.832611816406250000e+03,6.667872558593750000e+03,7.531062500000000000e+03,8.430335937500000000e+03,9.353384765625000000e+03,9.828537109375000000e+03
0.000000000000000000e+00,1.146434249877929688e+02,4.888377380371093750e+02,9.643817138671875000e+02,1.526704223632812500e+03,2.140001708984375000e+03,2.811374023437500000e+03,3.520849853515625000e+03,4.262664550781250000e+03,5.047717285156250000e+03,5.859423339843750000e+03,6.694846679687500000e+03,7.570055175781250000e+03,8.243448242187500000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.071343307495117188e+02,4.853447875976562500e+02,9.681228027343750000e+02,1.527776367187500000e+03,2.145383056640625000e+03,2.821088378906250000e+03,3.525373291015625000e+03,4.278563964843750000e+03,5.060857910156250000e+03,5.870119628906250000e+03,6.716323730468750000e+03,7.588670410156250000e+03,8.491547851562500000e+03,8.626311523437500000e+03,0.000000000000000000e+00
0.000000000000000000e+00,1.065042800903320312e+02,4.873833618164062500e+02,9.668203735351562500e+02,1.532479614257812500e+03,2.149057128906250000e+03,2.820102050781250000e+03,3.532557373046875000e+03,4.279423828125000000e+03,5.065923828125000000e+03,5.879467773437500000e+03,6.718498046875000000e+03,7.594451660156250000e+03,8.500861328125000000e+03,8.529704101562500000e+03,0.000000000000000000e+00
